date,ticker,action,shares,market_price,executed_price,total
2015-09-28,TEL,buy,741.0,47.20124816894531,47.60746097714028,35277.12858406095
2015-12-28,TEL,sell,83.0,54.4083251953125,54.319830928883015,4508.5459670972905
2015-12-28,YUM,buy,834.0,44.04518127441406,44.189158665349744,36853.75832690168
2016-03-28,TEL,sell,658.0,51.21583557128906,49.87184271486801,32815.67250638315
2016-03-28,YUM,sell,834.0,47.91712188720703,47.52804652445292,39638.39080139373
2016-03-28,BBWI,buy,549.0,51.10331344604492,52.87557902703914,29028.692885844488
2016-03-28,WMT,buy,1313.0,19.065298080444336,20.945891928593127,27501.956102242777
2016-03-28,OMC,buy,382.0,58.91238021850586,59.582281687099446,22760.43160447199
2016-03-28,TGNA,buy,1652.0,11.991878509521484,13.156667637457886,21734.814937080428
2016-06-27,WMT,sell,427.0,20.157798767089844,18.407846739865356,7860.150557922507
2016-06-27,OMC,sell,37.0,55.954586029052734,55.5108779997639,2053.9024859912643
2016-06-27,TGNA,sell,232.0,11.17722225189209,9.318862087530121,2161.976004306988
2016-06-27,BBWI,buy,204.0,38.7698860168457,39.46047947073546,8049.9378120300335
2016-09-26,BBWI,sell,91.0,43.91921615600586,42.31925139393036,3851.0518768476627
2016-09-26,OMC,sell,40.0,60.89773178100586,59.768012028696276,2390.720481147851
2016-09-26,WMT,buy,96.0,20.32986068725586,21.701304227327515,2083.3252058234416
2016-09-26,TGNA,buy,239.0,11.03824234008789,11.45062763399077,2736.700004523794
2016-12-26,OMC,sell,43.0,63.107872009277344,61.39754543056132,2640.094453514137
2016-12-26,TGNA,sell,145.0,11.439465522766113,10.766755433839988,1561.1795379067983
2016-12-26,BBWI,buy,90.0,40.29421615600586,41.28596443310316,3715.7367989792842
2016-12-26,WMT,buy,27.0,19.880712509155273,21.546719047157673,581.7614142732572
2017-03-27,OMC,sell,162.0,61.925357818603516,60.771277324166505,9844.946926514975
2017-03-27,TGNA,sell,402.0,13.295886039733887,12.899200008261676,5185.478403321194
2017-03-27,BBWI,buy,301.0,29.11484718322754,29.768160377452038,8960.216273613063
2017-03-27,WMT,buy,226.0,20.06145668029785,20.470082727910555,4626.238696507786
2017-03-27,OII,buy,98.0,24.584474563598633,25.397747058828898,2488.979211765232
2017-06-26,BBWI,sell,85.0,33.17858123779297,32.12098689783638,2730.2838863160923
2017-06-26,WMT,sell,211.0,21.888832092285156,20.276691977467063,4278.38200724555
2017-06-26,OMC,sell,2.0,61.25761032104492,60.40317425885266,120.80634851770532
2017-06-26,TGNA,buy,150.0,12.163246154785156,12.354648802007063,1853.1973203010593
2017-06-26,OII,buy,216.0,21.277326583862305,23.04919956907861,4978.62710692098
2017-09-25,WMT,sell,149.0,23.09136962890625,22.1545159928988,3301.0228829419216
2017-09-25,OII,sell,314.0,26.6299991607666,26.152702562320435,8211.948604568617
2017-09-25,BBWI,buy,180.0,25.654573440551758,26.55370829014142,4779.667492225455
2017-09-25,TGNA,buy,275.0,10.62045955657959,11.731045577238136,3226.0375337404876
2017-09-25,OMC,buy,74.0,56.59674835205078,58.53313958454018,4331.452329255973
2017-12-25,BBWI,sell,204.0,38.958560943603516,37.07098602458968,7562.481149016295
2017-12-25,WMT,sell,331.0,28.802968978881836,28.21167558410911,9338.064618340115
2017-12-25,TGNA,buy,82.0,11.779383659362793,13.66243205826273,1120.3194287775439
2017-12-25,OMC,buy,60.0,55.357215881347656,55.67937798082718,3340.7626788496304
2017-12-25,OII,buy,497.0,20.5,22.3973523175967,11131.484101845559
2018-03-26,WMT,sell,89.0,25.8149471282959,25.43122337122005,2263.3788800385846
2018-03-26,OMC,sell,20.0,54.406436920166016,53.960326436542196,1079.206528730844
2018-03-26,TGNA,sell,401.0,9.498820304870605,8.601111282556573,3449.045624305186
2018-03-26,OII,sell,497.0,19.579999923706055,18.410007314691377,9149.773635401614
2018-03-26,BBWI,buy,258.0,24.342782974243164,25.462750078846046,6569.38952034228
2018-03-26,FF,buy,2506.0,4.438976287841797,4.512026881213114,11307.139364320063
2018-06-25,OMC,sell,25.0,57.25678253173828,55.96959175626103,1399.2397939065258
2018-06-25,FF,sell,463.0,4.995876789093018,3.099957176723267,1435.2801728228726
2018-06-25,BBWI,buy,16.0,24.106008529663086,24.55685756903768,392.90972110460285
2018-06-25,WMT,buy,45.0,25.671781539916992,26.430475606881608,1189.3714023096722
2018-06-25,TGNA,buy,71.0,9.579316139221191,10.55609566853964,749.4827924663144
2018-09-24,WMT,sell,336.0,28.344144821166992,26.811255702627346,9008.581916082789
2018-09-24,OMC,sell,34.0,54.097198486328125,53.69688578674565,1825.6941167493521
2018-09-24,TGNA,sell,530.0,10.016565322875977,9.714402844384566,5148.633507523819
2018-09-24,FF,sell,2043.0,6.067811012268066,4.622715313346312,9444.207385166515
2018-09-24,BBWI,buy,211.0,19.903430938720703,20.989067040317263,4428.6931455069425
2018-09-24,CAH,buy,557.0,43.29457473754883,44.338599457179015,24696.59989764871
2018-12-24,BBWI,sell,44.0,16.732833862304688,16.17732388097095,711.8022507627218
2018-12-24,WMT,sell,164.0,25.766637802124023,23.910240037283096,3921.279366114428
2018-12-24,OMC,sell,53.0,53.67744445800781,52.934918853095205,2805.550699214046
2018-12-24,TGNA,sell,132.0,8.924203872680664,8.241295568054692,1087.8510149832193
2018-12-24,CAH,buy,18.0,34.78289794921875,36.39996941434003,655.1994494581205
2018-12-24,MO,buy,197.0,27.6104679107666,29.548921774222023,5821.137589521739
2019-03-25,BBWI,sell,9.0,18.830120086669922,17.620135705377734,158.5812213483996
2019-03-25,OMC,sell,100.0,56.64358901977539,54.74079365470543,5474.079365470543
2019-03-25,TGNA,sell,627.0,12.041075706481934,11.958162400970103,7497.767825408255
2019-03-25,CAH,sell,140.0,38.95014953613281,37.586580555818614,5262.1212778146055
2019-03-25,MO,sell,197.0,33.29742431640625,31.575683663556568,6220.409681720644
2019-03-25,LAD,buy,174.0,82.48187255859375,83.94532523535882,14606.486590952436
2019-03-25,FF,buy,1995.0,4.693328857421875,4.763424893428142,9503.032662389143
2019-06-24,LAD,sell,83.0,112.7636947631836,111.30950948504852,9238.689287259027
2019-06-24,BBWI,buy,129.0,17.061044692993164,17.377276543789506,2241.668674148846
2019-06-24,CAH,buy,47.0,37.23159408569336,37.975874981863285,1784.8661241475743
2019-06-24,FF,buy,855.0,3.889193058013916,4.985514909761985,4262.615247846497
2019-06-24,MO,buy,33.0,29.00130844116211,30.026122646012947,990.8620473184272
2019-09-23,CAH,sell,128.0,39.4251708984375,39.2173505718297,5019.820873194201
2019-09-23,LAD,sell,26.0,125.66348266601562,125.28526999030736,3257.417019747991
2019-09-23,FF,sell,364.0,4.207157611846924,3.0736004208478747,1118.7905531886263
2019-09-23,BBWI,buy,344.0,13.105962753295898,13.864974371776661,4769.551183891172
2019-09-23,MO,buy,183.0,24.920686721801758,26.519174183402598,4853.008875562676
2019-12-23,LAD,sell,4.0,142.691162109375,142.02090966283748,568.0836386513499
2019-12-23,MO,sell,169.0,31.425174713134766,29.862262044930418,5046.7222855932405
2019-12-23,BBWI,buy,81.0,13.177841186523438,14.251141822955477,1154.3424876593936
2019-12-23,CAH,buy,25.0,43.17150115966797,43.92312016237403,1098.0780040593509
2019-12-23,FF,buy,559.0,4.391073703765869,4.422948986612524,2472.428483516401
2020-03-23,CAH,sell,379.0,34.94936752319336,33.04568926763061,12524.316232432
2020-03-23,FF,sell,3045.0,3.5073211193084717,2.3368749230513535,7115.784140691371
2020-03-23,MO,sell,47.0,19.44630241394043,17.8870222073252,840.6900437442844
2020-03-23,BBWI,buy,348.0,6.695822238922119,7.081618256573119,2464.4031532874455
2020-03-23,ABG,buy,276.0,45.81999969482422,47.43647403875166,13092.466834695459
2020-03-23,AN,buy,217.0,27.010000228881836,28.660739251336203,6219.380417539956
2020-03-23,HUM,buy,25.0,203.4246826171875,204.30914387173485,5107.728596793371
2020-03-23,LAD,buy,7.819245720815081,67.96640014648438,68.52703444438501,535.8297208394051
2020-06-22,LAD,sell,68.81924572081508,143.9672393798828,142.27662659101418,9791.370125695657
2020-06-22,ABG,sell,55.0,75.87999725341797,74.76950164374053,4112.322590405729
2020-06-22,HUM,sell,25.0,361.07647705078125,359.9935867114252,8999.83966778563
2020-06-22,BBWI,buy,41.0,10.697251319885254,12.227692126938646,501.3353772044845
2020-06-22,AN,buy,78.0,38.220001220703125,39.6533370687023,3092.960291358779
2020-06-22,CAH,buy,150.0,46.337562561035156,47.20459147111801,7080.688720667701
2020-06-22,ACIC,buy,856.0,6.278534889221191,8.131354120412981,6960.439127073511
2020-09-21,BBWI,sell,835.0,21.504032135009766,20.759488624638607,17334.173001573236
2020-09-21,CAH,sell,150.0,40.93463134765625,38.98930113948224,5848.395170922336
2020-09-21,ABG,buy,21.0,94.11000061035156,95.62872054051125,2008.2031313507364
